wild_mut,H ALTS910101,H BENS940101,H BENS940102,H BENS940103,H BENS940104,H CSEM940101,H DAYM780301,H FEND850101,H FITW660101,H GEOD900101,H GONG920101,H GRAR740104,H HENS920101,H HENS920102,H HENS920103,H JOHM930101,H JOND920103,H JOND940101,H KOLA920101,H LEVJ860101,H LUTR910101,H LUTR910102,H LUTR910103,H LUTR910104,H LUTR910105,H LUTR910106,H LUTR910107,H LUTR910108,H LUTR910109,H MCLA710101,H MCLA720101,H MIYS930101,H MIYT790101,H MOHR870101,H NIEK910101,H NIEK910102,H OVEJ920101,H QU_C930101,H QU_C930102,H QU_C930103,H RISJ880101,H TUDE900101,H AZAE970101,H AZAE970102,H RIER950101,H WEIL970101,H WEIL970102,H MEHP950101,H MEHP950102,H MEHP950103,H KAPO950101,H VOGG950101,H BLAJ010101,H PRLA000101,H PRLA000102,H QUIB020101,H NAOD960101,H RUSR970101,H RUSR970102,H RUSR970103,H OGAK980101,H KANM000101,H NGPC000101,H MUET010101,H MUET020101,H MUET020102,H LINK010101,H DOSZ010102,H DOSZ010103,H DOSZ010104,H GIAG010101,H HENS920104,H DAYM780302,H DOSZ010101,H OVEJ920102,H OVEJ920103,H OVEJ920104,H OVEJ920105
IH,-4.0,-3.7,-3.2,-2.3,-1.8,-0.14,-2.0,1.0,2.0,8.0,-2.2,94.0,-3.0,-5.0,-6.0,-5.1,-3.0,-4.0,0.0,-1.0,-10.0,-10.0,-4.0,-17.0,-13.0,-15.0,-12.0,-9.0,-15.0,2.0,0.0,-0.69,2.45,8.0,0.01,0.0,-5.0,0.406,0.378,3.0,-0.8,3.0,-4.0,-3.0,62.0,-1.0,2.0,0.86,1.24,0.81,12.4,3.0,-4.0,-1.76,-4.44,-1.8,-3.0,1.0,-4.0,-1.0,-8.2,-28.0,-5.0,-4.0,-4.0,-2.0,0.003,-6.06,-1.2,-3.69,-0.1,-4.0,-8.0,0.6,0.004,0.017,0.01,0.009
HI,-4.0,-3.7,-3.2,-2.3,-1.8,-0.14,-2.0,1.0,2.0,8.0,-2.2,94.0,-3.0,-5.0,-6.0,-5.1,-3.0,-4.0,0.0,-1.0,-10.0,-10.0,-4.0,-17.0,-13.0,-15.0,-12.0,-9.0,-15.0,2.0,0.0,-0.69,2.45,8.0,0.01,0.0,-5.0,0.406,0.378,3.0,-0.8,3.0,-4.0,-3.0,62.0,-1.0,2.0,0.86,1.24,0.81,12.4,3.0,-4.0,-1.76,-4.44,-1.8,-3.0,1.0,-4.0,-1.0,-8.2,-28.0,-5.0,-4.0,-4.0,-2.0,0.005,-6.88,0.5,-3.96,0.1,-4.0,-8.0,14.1,0.003,0.006,0.008,0.003
II,6.0,4.4,4.2,4.0,4.1,1.0,5.0,6.0,0.0,10.0,4.0,0.0,5.0,6.0,7.0,8.1,4.0,2.0,10.0,2.0,50.0,31.0,41.0,17.0,29.0,20.0,49.0,38.0,28.0,8.0,5.0,0.75,0.0,16.0,1.0,1.0,6.0,1.0,1.0,8.0,2.2,100.0,10.0,11.0,100.0,4.0,0.0,0.9,1.33,0.58,24.7,9.2,10.0,2.76,6.74,4.5,10.0,2.0,1.0,0.0,-5.5,35.0,5.0,6.0,6.0,4.0,0.464,9.92,13.2,8.26,0.0,5.0,8.0,35.7,0.325,0.358,0.235,0.402
LA,-3.0,-1.3,-1.7,-1.4,-2.3,0.2,-2.0,2.0,2.0,8.0,-1.2,96.0,-1.0,-2.0,-3.0,-3.3,-1.0,-2.0,5.0,0.0,1.0,-10.0,-18.0,-14.0,-7.0,-6.0,-3.0,-19.0,-7.0,2.0,0.0,-0.45,2.76,11.0,0.51,0.54,-2.0,0.555,0.862,5.0,1.3,-6.0,-2.0,0.0,93.0,0.0,1.0,1.19,0.97,0.57,13.6,4.0,-2.0,-0.39,-1.09,-0.2,0.0,3.0,0.0,2.0,-6.7,-7.0,-1.0,0.0,-2.0,-1.0,0.027,-2.74,3.6,-0.88,-0.5,-2.0,-5.0,13.0,0.038,0.057,0.028,0.048
AL,-3.0,-1.3,-1.7,-1.4,-2.3,0.2,-2.0,2.0,2.0,8.0,-1.2,96.0,-1.0,-2.0,-3.0,-3.3,-1.0,-2.0,5.0,0.0,1.0,-10.0,-18.0,-14.0,-7.0,-6.0,-3.0,-19.0,-7.0,2.0,0.0,-0.45,2.76,11.0,0.51,0.54,-2.0,0.555,0.862,5.0,1.3,-6.0,-2.0,0.0,93.0,0.0,1.0,1.19,0.97,0.57,13.6,4.0,-2.0,-0.39,-1.09,-0.2,0.0,3.0,0.0,2.0,-6.7,-7.0,-1.0,0.0,-2.0,-1.0,0.043,-0.71,4.5,-0.7,0.5,-2.0,-5.0,20.9,0.056,0.031,0.05,0.029
LR,-4.0,-3.2,-2.9,-2.4,-0.4,-0.2,-3.0,2.0,1.0,3.0,-2.2,102.0,-2.0,-3.0,-4.0,-3.7,-3.0,-3.0,6.6,-1.0,-4.0,-10.0,-7.0,-3.0,-8.0,-12.0,-7.0,-10.0,-10.0,2.0,0.0,-0.74,2.62,6.0,0.0,0.03,-3.0,0.446,0.049,0.0,1.2,-24.0,-8.0,-7.0,6.0,-1.0,1.0,1.02,1.05,0.82,12.2,3.0,-4.0,-1.19,-2.83,-1.5,-5.0,-2.0,-2.0,-2.0,-7.9,-20.0,-6.0,-4.5,-3.0,-2.0,0.011,-6.81,-1.4,-3.07,-0.5,-3.0,-8.0,-5.7,0.028,0.031,0.027,0.038
RL,-4.0,-3.2,-2.9,-2.4,-0.4,-0.2,-3.0,2.0,1.0,3.0,-2.2,102.0,-2.0,-3.0,-4.0,-3.7,-3.0,-3.0,6.6,-1.0,-4.0,-10.0,-7.0,-3.0,-8.0,-12.0,-7.0,-10.0,-10.0,2.0,0.0,-0.74,2.62,6.0,0.0,0.03,-3.0,0.446,0.049,0.0,1.2,-24.0,-8.0,-7.0,6.0,-1.0,1.0,1.02,1.05,0.82,12.2,3.0,-4.0,-1.19,-2.83,-1.5,-5.0,-2.0,-2.0,-2.0,-7.9,-20.0,-6.0,-4.5,-3.0,-2.0,0.029,-7.13,1.8,-2.76,0.5,-3.0,-8.0,10.4,0.009,0.008,0.019,0.003
LN,-4.0,-3.4,-3.5,-3.1,-2.2,-0.39,-3.0,1.0,2.0,7.0,-3.0,153.0,-3.0,-5.0,-6.0,-4.8,-3.0,-4.0,0.0,-1.0,-4.0,-10.0,-12.0,-6.0,-11.0,-15.0,-7.0,-14.0,-13.0,1.0,0.0,-0.9,3.49,7.0,-0.23,-0.24,-3.0,0.191,-0.172,0.0,0.8,-35.0,-9.0,-9.0,52.0,-1.0,2.0,0.98,0.97,1.13,11.7,2.2,-7.0,-2.1,-5.64,-2.4,-7.0,0.0,-2.0,0.0,-7.7,-32.0,-3.0,-3.5,-4.0,-3.0,0.011,-9.98,-4.3,-4.99,0.5,-4.0,-6.0,-10.1,0.033,0.031,0.03,0.033
NL,-4.0,-3.4,-3.5,-3.1,-2.2,-0.39,-3.0,1.0,2.0,7.0,-3.0,153.0,-3.0,-5.0,-6.0,-4.8,-3.0,-4.0,0.0,-1.0,-4.0,-10.0,-12.0,-6.0,-11.0,-15.0,-7.0,-14.0,-13.0,1.0,0.0,-0.9,3.49,7.0,-0.23,-0.24,-3.0,0.191,-0.172,0.0,0.8,-35.0,-9.0,-9.0,52.0,-1.0,2.0,0.98,0.97,1.13,11.7,2.2,-7.0,-2.1,-5.64,-2.4,-7.0,0.0,-2.0,0.0,-7.7,-32.0,-3.0,-3.5,-4.0,-3.0,0.021,-9.48,-1.1,-5.08,-0.5,-4.0,-6.0,7.1,0.012,0.008,0.035,0.002
LD,-5.0,-5.3,-4.9,-4.2,-2.4,-0.55,-4.0,1.0,2.0,3.0,-4.0,172.0,-3.0,-5.0,-7.0,-8.0,-4.0,-5.0,0.0,-1.0,-10.0,-16.0,-18.0,-20.0,-21.0,-27.0,-14.0,-21.0,-22.0,1.0,0.0,-0.75,4.1,6.0,0.01,0.01,-6.0,0.261,-0.249,0.0,-0.2,-40.0,-11.0,-10.0,25.0,-3.0,1.0,1.0,0.96,1.09,12.5,1.2,-10.0,-2.65,-7.41,-3.4,-8.0,-1.0,-7.0,-3.0,-7.1,-43.0,-5.0,-6.0,-6.0,-4.0,0.003,-11.26,-5.4,-4.92,0.8,-4.0,-11.0,-13.3,0.006,0.027,0.01,0.005
DL,-5.0,-5.3,-4.9,-4.2,-2.4,-0.55,-4.0,1.0,2.0,3.0,-4.0,172.0,-3.0,-5.0,-7.0,-8.0,-4.0,-5.0,0.0,-1.0,-10.0,-16.0,-18.0,-20.0,-21.0,-27.0,-14.0,-21.0,-22.0,1.0,0.0,-0.75,4.1,6.0,0.01,0.01,-6.0,0.261,-0.249,0.0,-0.2,-40.0,-11.0,-10.0,25.0,-3.0,1.0,1.0,0.96,1.09,12.5,1.2,-10.0,-2.65,-7.41,-3.4,-8.0,-1.0,-7.0,-3.0,-7.1,-43.0,-5.0,-6.0,-6.0,-4.0,0.006,-11.35,-1.3,-4.75,-0.8,-4.0,-11.0,4.8,0.004,0.006,0.012,0.002
LC,-7.0,-3.8,-2.6,-1.6,-1.3,0.23,-6.0,2.0,2.0,9.0,-1.5,198.0,-2.0,-2.0,-3.0,-8.7,-3.0,-1.0,0.0,0.0,-1.0,-35.0,-3.0,-11.0,-34.0,-29.0,-10.0,-8.0,-34.0,0.0,0.0,-0.02,1.65,11.0,-0.27,-0.29,-6.0,0.501,0.787,5.0,-1.5,15.0,1.0,2.0,95.0,0.0,1.0,1.41,0.84,0.28,15.5,3.7,-11.0,-0.31,-0.82,-1.6,2.0,4.0,2.0,2.0,-7.7,-6.0,-2.0,1.0,-4.0,-2.0,0.007,0.73,4.2,0.62,-0.2,-2.0,-13.0,39.5,0.0,0.0,0.0,0.005
CL,-7.0,-3.8,-2.6,-1.6,-1.3,0.23,-6.0,2.0,2.0,9.0,-1.5,198.0,-2.0,-2.0,-3.0,-8.7,-3.0,-1.0,0.0,0.0,-1.0,-35.0,-3.0,-11.0,-34.0,-29.0,-10.0,-8.0,-34.0,0.0,0.0,-0.02,1.65,11.0,-0.27,-0.29,-6.0,0.501,0.787,5.0,-1.5,15.0,1.0,2.0,95.0,0.0,1.0,1.41,0.84,0.28,15.5,3.7,-11.0,-0.31,-0.82,-1.6,2.0,4.0,2.0,2.0,-7.7,-6.0,-2.0,1.0,-4.0,-2.0,0.031,3.68,3.7,-0.27,0.2,-2.0,-13.0,27.4,0.0,0.0,0.0,0.001
LQ,-2.0,-2.4,-2.0,-1.7,0.1,-0.3,-2.0,2.0,1.0,7.0,-1.6,113.0,-2.0,-3.0,-4.0,-4.4,-2.0,-2.0,9.0,-1.0,-2.0,-12.0,-13.0,-7.0,-13.0,-9.0,-6.0,-14.0,-12.0,3.0,0.0,-0.74,2.7,9.0,0.29,0.35,-3.0,0.251,0.439,3.0,1.1,-26.0,-9.0,-9.0,57.0,0.0,2.0,1.01,1.07,0.8,13.3,3.6,-10.0,-1.49,-4.56,-1.2,-5.0,-2.0,-5.0,-2.0,-7.4,-23.0,-3.0,-3.5,-2.0,-2.0,0.002,-7.44,-0.8,-3.02,1.4,-2.0,-4.0,-8.2,0.041,0.026,0.028,0.032
QL,-2.0,-2.4,-2.0,-1.7,0.1,-0.3,-2.0,2.0,1.0,7.0,-1.6,113.0,-2.0,-3.0,-4.0,-4.4,-2.0,-2.0,9.0,-1.0,-2.0,-12.0,-13.0,-7.0,-13.0,-9.0,-6.0,-14.0,-12.0,3.0,0.0,-0.74,2.7,9.0,0.29,0.35,-3.0,0.251,0.439,3.0,1.1,-26.0,-9.0,-9.0,57.0,0.0,2.0,1.01,1.07,0.8,13.3,3.6,-10.0,-1.49,-4.56,-1.2,-5.0,-2.0,-5.0,-2.0,-7.4,-23.0,-3.0,-3.5,-2.0,-2.0,0.011,-7.32,2.6,-2.74,-1.4,-2.0,-4.0,10.0,0.015,0.014,0.026,0.003
LE,-4.0,-5.0,-4.4,-3.1,-2.5,-0.45,-3.0,1.0,2.0,3.0,-2.8,138.0,-2.0,-4.0,-6.0,-5.6,-4.0,-5.0,5.0,-1.0,-4.0,-14.0,-16.0,-10.0,-13.0,-21.0,-8.0,-18.0,-14.0,1.0,0.0,-0.8,3.53,7.0,0.57,0.62,-4.0,0.291,-0.223,0.0,0.9,-40.0,-8.0,-7.0,31.0,-3.0,0.0,1.01,1.12,0.69,11.4,2.4,-8.0,-2.11,-5.62,-1.5,-6.0,-1.0,-2.0,0.0,-7.4,-31.0,-5.0,-7.0,-4.0,-3.0,0.008,-8.85,-3.9,-4.35,0.4,-3.0,-8.0,-12.4,0.018,0.031,0.017,0.037
EL,-4.0,-5.0,-4.4,-3.1,-2.5,-0.45,-3.0,1.0,2.0,3.0,-2.8,138.0,-2.0,-4.0,-6.0,-5.6,-4.0,-5.0,5.0,-1.0,-4.0,-14.0,-16.0,-10.0,-13.0,-21.0,-8.0,-18.0,-14.0,1.0,0.0,-0.8,3.53,7.0,0.57,0.62,-4.0,0.291,-0.223,0.0,0.9,-40.0,-8.0,-7.0,31.0,-3.0,0.0,1.01,1.12,0.69,11.4,2.4,-8.0,-2.11,-5.62,-1.5,-6.0,-1.0,-2.0,0.0,-7.4,-31.0,-5.0,-7.0,-4.0,-3.0,0.015,-9.31,1.0,-3.65,-0.4,-3.0,-8.0,7.4,0.013,0.009,0.019,0.003
LG,-5.0,-4.6,-4.9,-4.6,-2.2,-0.14,-4.0,2.0,1.0,7.0,-4.4,138.0,-3.0,-5.0,-7.0,-7.2,-4.0,-4.0,0.0,-1.0,-17.0,-32.0,-15.0,-21.0,-21.0,-9.0,-22.0,-19.0,-15.0,1.0,0.0,-0.56,3.67,6.0,-0.54,-0.56,-5.0,0.327,0.0,1.0,-0.2,-16.0,-9.0,-8.0,89.0,-1.0,3.0,0.88,1.09,1.1,11.5,0.8,-6.0,-1.98,-6.55,-3.8,-6.0,-2.0,-4.0,-2.0,-8.0,-42.0,-2.0,-2.0,-6.0,-4.0,0.006,-10.47,-2.7,-3.46,0.1,-4.0,-9.0,-11.5,0.019,0.023,0.013,0.015
GL,-5.0,-4.6,-4.9,-4.6,-2.2,-0.14,-4.0,2.0,1.0,7.0,-4.4,138.0,-3.0,-5.0,-7.0,-7.2,-4.0,-4.0,0.0,-1.0,-17.0,-32.0,-15.0,-21.0,-21.0,-9.0,-22.0,-19.0,-15.0,1.0,0.0,-0.56,3.67,6.0,-0.54,-0.56,-5.0,0.327,0.0,1.0,-0.2,-16.0,-9.0,-8.0,89.0,-1.0,3.0,0.88,1.09,1.1,11.5,0.8,-6.0,-1.98,-6.55,-3.8,-6.0,-2.0,-4.0,-2.0,-8.0,-42.0,-2.0,-2.0,-6.0,-4.0,0.017,-10.82,-1.4,-4.21,-0.1,-4.0,-9.0,6.0,0.013,0.016,0.028,0.007
LH,-3.0,-2.2,-2.1,-1.9,-0.1,-0.12,-2.0,3.0,1.0,8.0,-1.9,99.0,-2.0,-4.0,-5.0,-4.2,-2.0,-4.0,0.0,-1.0,-6.0,-18.0,-12.0,-10.0,-9.0,-15.0,-10.0,-14.0,-13.0,2.0,0.0,-0.5,2.59,10.0,-0.09,-0.13,-3.0,0.457,0.289,2.0,-0.9,-9.0,-5.0,-4.0,64.0,-1.0,2.0,1.08,1.07,0.62,9.07,3.3,-4.0,-0.93,-2.49,-2.4,-3.0,3.0,0.0,2.0,-8.1,-27.0,-4.0,-4.0,-3.0,-2.0,0.004,-5.34,-0.4,-2.92,-0.3,-3.0,-5.0,0.9,0.004,0.031,0.024,0.022
HL,-3.0,-2.2,-2.1,-1.9,-0.1,-0.12,-2.0,3.0,1.0,8.0,-1.9,99.0,-2.0,-4.0,-5.0,-4.2,-2.0,-4.0,0.0,-1.0,-6.0,-18.0,-12.0,-10.0,-9.0,-15.0,-10.0,-14.0,-13.0,2.0,0.0,-0.5,2.59,10.0,-0.09,-0.13,-3.0,0.457,0.289,2.0,-0.9,-9.0,-5.0,-4.0,64.0,-1.0,2.0,1.08,1.07,0.62,9.07,3.3,-4.0,-0.93,-2.49,-2.4,-3.0,3.0,0.0,2.0,-8.1,-27.0,-4.0,-4.0,-3.0,-2.0,0.036,-6.34,1.4,-3.16,0.3,-3.0,-5.0,11.8,0.005,0.004,0.011,0.003
LI,1.0,2.4,2.7,2.8,1.2,0.6,2.0,5.0,1.0,10.0,2.8,5.0,2.0,2.0,2.0,2.6,2.0,1.0,0.0,0.0,19.0,9.0,13.0,0.0,16.0,11.0,19.0,7.0,13.0,5.0,3.0,0.48,0.14,10.0,0.25,0.27,2.0,0.57,0.96,6.0,2.1,46.0,8.0,8.0,98.0,1.0,-1.0,0.99,1.21,0.0,21.0,8.0,7.0,1.56,3.86,3.4,7.0,3.0,7.0,5.0,-5.5,28.0,2.0,3.5,3.0,3.0,0.096,6.58,9.7,4.66,0.3,2.0,-1.0,31.9,0.139,0.143,0.094,0.163
IL,1.0,2.4,2.7,2.8,1.2,0.6,2.0,5.0,1.0,10.0,2.8,5.0,2.0,2.0,2.0,2.6,2.0,1.0,0.0,0.0,19.0,9.0,13.0,0.0,16.0,11.0,19.0,7.0,13.0,5.0,3.0,0.48,0.14,10.0,0.25,0.27,2.0,0.57,0.96,6.0,2.1,46.0,8.0,8.0,98.0,1.0,-1.0,0.99,1.21,0.0,21.0,8.0,7.0,1.56,3.86,3.4,7.0,3.0,7.0,5.0,-5.5,28.0,2.0,3.5,3.0,3.0,0.157,6.53,9.8,4.84,-0.3,2.0,-1.0,29.5,0.076,0.105,0.05,0.11
LL,5.0,4.8,4.6,4.2,3.4,1.0,6.0,6.0,0.0,10.0,4.0,0.0,5.0,6.0,6.0,7.3,5.0,3.0,10.0,2.0,45.0,37.0,54.0,25.0,42.0,25.0,48.0,45.0,34.0,8.0,5.0,0.61,0.0,16.0,1.0,1.0,5.0,1.0,1.0,8.0,2.2,100.0,9.0,10.0,100.0,4.0,0.0,1.04,1.12,0.61,24.8,9.2,10.0,2.43,6.38,5.2,9.0,-3.0,2.0,0.0,-4.0,32.0,4.0,5.0,6.0,4.0,0.603,5.26,12.5,7.42,0.0,5.0,7.0,27.8,0.415,0.459,0.311,0.524
KA,-2.0,-1.9,-1.0,-0.4,-1.9,-0.07,-1.0,3.0,2.0,5.0,-0.4,106.0,-1.0,-1.0,-1.0,-0.9,-1.0,-2.0,6.6,0.0,-1.0,6.0,-10.0,1.0,-6.0,4.0,1.0,-6.0,-3.0,3.0,0.0,-0.2,2.96,10.0,0.55,0.6,-1.0,0.398,0.281,2.0,1.4,2.0,1.0,1.0,35.0,-1.0,0.0,1.29,0.65,1.06,17.1,4.8,0.0,-0.38,-1.22,-0.2,0.0,1.0,1.0,1.0,-6.7,-10.0,-7.0,-5.5,-1.0,-1.0,0.05,-4.52,2.7,-1.38,1.8,-1.0,-6.0,5.3,0.053,0.024,0.062,0.014
AK,-2.0,-1.9,-1.0,-0.4,-1.9,-0.07,-1.0,3.0,2.0,5.0,-0.4,106.0,-1.0,-1.0,-1.0,-0.9,-1.0,-2.0,6.6,0.0,-1.0,6.0,-10.0,1.0,-6.0,4.0,1.0,-6.0,-3.0,3.0,0.0,-0.2,2.96,10.0,0.55,0.6,-1.0,0.398,0.281,2.0,1.4,2.0,1.0,1.0,35.0,-1.0,0.0,1.29,0.65,1.06,17.1,4.8,0.0,-0.38,-1.22,-0.2,0.0,1.0,1.0,1.0,-6.7,-10.0,-7.0,-5.5,-1.0,-1.0,0.032,-6.17,-1.4,-1.99,-1.8,-1.0,-6.0,-10.9,0.096,0.036,0.068,0.0
KR,2.0,4.3,3.9,2.9,-0.2,0.47,3.0,5.0,1.0,10.0,2.7,26.0,3.0,3.0,3.0,3.2,4.0,9.0,9.0,1.0,6.0,10.0,5.0,22.0,9.0,22.0,7.0,9.0,14.0,5.0,3.0,0.04,0.4,11.0,0.14,0.21,2.0,0.236,0.872,6.0,2.1,24.0,21.0,14.0,78.0,2.0,0.0,1.11,0.84,1.08,21.9,7.9,7.0,1.42,3.89,3.4,9.0,4.0,6.0,3.0,-6.6,31.0,-1.0,-0.5,4.0,3.0,0.107,1.87,4.6,3.49,-3.4,3.0,1.0,-3.0,0.163,0.139,0.122,0.145
RK,2.0,4.3,3.9,2.9,-0.2,0.47,3.0,5.0,1.0,10.0,2.7,26.0,3.0,3.0,3.0,3.2,4.0,9.0,9.0,1.0,6.0,10.0,5.0,22.0,9.0,22.0,7.0,9.0,14.0,5.0,3.0,0.04,0.4,11.0,0.14,0.21,2.0,0.236,0.872,6.0,2.1,24.0,21.0,14.0,78.0,2.0,0.0,1.11,0.84,1.08,21.9,7.9,7.0,1.42,3.89,3.4,9.0,4.0,6.0,3.0,-6.6,31.0,-1.0,-0.5,4.0,3.0,0.134,0.93,3.6,3.65,3.4,3.0,1.0,-7.9,0.069,0.079,0.062,0.294
KN,1.0,1.0,1.0,0.9,3.5,0.22,1.0,4.0,1.0,6.0,0.8,94.0,0.0,0.0,0.0,0.1,1.0,5.0,0.0,1.0,-1.0,10.0,-2.0,6.0,-1.0,16.0,2.0,3.0,7.0,4.0,0.0,0.38,1.84,11.0,-0.19,-0.22,0.0,0.208,0.49,2.0,1.0,17.0,12.0,10.0,75.0,0.0,0.0,1.14,0.72,1.3,17.7,6.0,2.0,0.83,1.64,1.6,6.0,1.0,1.0,0.0,-6.8,1.0,-2.0,-3.5,0.0,1.0,0.034,1.66,0.8,0.6,2.4,0.0,0.0,-4.4,0.073,0.06,0.055,0.021
NK,1.0,1.0,1.0,0.9,3.5,0.22,1.0,4.0,1.0,6.0,0.8,94.0,0.0,0.0,0.0,0.1,1.0,5.0,0.0,1.0,-1.0,10.0,-2.0,6.0,-1.0,16.0,2.0,3.0,7.0,4.0,0.0,0.38,1.84,11.0,-0.19,-0.22,0.0,0.208,0.49,2.0,1.0,17.0,12.0,10.0,75.0,0.0,0.0,1.14,0.72,1.3,17.7,6.0,2.0,0.83,1.64,1.6,6.0,1.0,1.0,0.0,-6.8,1.0,-2.0,-3.5,0.0,1.0,0.053,-0.26,0.5,1.17,-2.4,0.0,0.0,-10.1,0.034,0.038,0.042,0.0
KD,-1.0,-0.2,0.2,0.4,0.3,0.18,0.0,3.0,2.0,9.0,0.5,101.0,0.0,-1.0,-2.0,-1.5,0.0,3.0,5.0,0.0,-2.0,13.0,-4.0,9.0,-2.0,30.0,1.0,2.0,8.0,3.0,0.0,0.16,2.05,11.0,0.13,0.14,-1.0,0.184,-0.064,0.0,0.1,10.0,16.0,11.0,98.0,-1.0,0.0,1.18,0.64,1.38,18.2,5.7,0.0,0.66,1.53,1.4,7.0,0.0,1.0,2.0,-6.9,-4.0,-5.0,-5.0,0.0,0.0,0.039,0.73,-0.3,0.7,0.7,-1.0,-4.0,-7.3,0.044,0.021,0.039,0.0
DK,-1.0,-0.2,0.2,0.4,0.3,0.18,0.0,3.0,2.0,9.0,0.5,101.0,0.0,-1.0,-2.0,-1.5,0.0,3.0,5.0,0.0,-2.0,13.0,-4.0,9.0,-2.0,30.0,1.0,2.0,8.0,3.0,0.0,0.16,2.05,11.0,0.13,0.14,-1.0,0.184,-0.064,0.0,0.1,10.0,16.0,11.0,98.0,-1.0,0.0,1.18,0.64,1.38,18.2,5.7,0.0,0.66,1.53,1.4,7.0,0.0,1.0,2.0,-6.9,-4.0,-5.0,-5.0,0.0,0.0,0.036,-0.39,-0.1,1.13,-0.7,-1.0,-4.0,-10.6,0.033,0.018,0.034,0.0
KC,-7.0,-2.8,-3.3,-2.9,-3.2,-0.43,-5.0,0.0,3.0,4.0,-2.8,202.0,-3.0,-5.0,-6.0,-8.7,-3.0,-3.0,0.0,0.0,-16.0,-22.0,-4.0,-2.0,-32.0,2.0,-19.0,-6.0,-23.0,0.0,0.0,-0.81,3.27,9.0,-0.25,-0.31,-4.0,0.054,0.002,0.0,-1.6,-14.0,-11.0,-10.0,33.0,-2.0,1.0,1.31,0.79,0.68,9.83,2.4,-23.0,-2.19,-6.65,-3.0,-7.0,-1.0,0.0,2.0,-8.5,-29.0,-10.0,-7.0,-4.0,-2.0,0.001,-12.46,-0.7,-3.8,0.0,-3.0,-12.0,20.3,0.007,0.011,0.007,0.01
CK,-7.0,-2.8,-3.3,-2.9,-3.2,-0.43,-5.0,0.0,3.0,4.0,-2.8,202.0,-3.0,-5.0,-6.0,-8.7,-3.0,-3.0,0.0,0.0,-16.0,-22.0,-4.0,-2.0,-32.0,2.0,-19.0,-6.0,-23.0,0.0,0.0,-0.81,3.27,9.0,-0.25,-0.31,-4.0,0.054,0.002,0.0,-1.6,-14.0,-11.0,-10.0,33.0,-2.0,1.0,1.31,0.79,0.68,9.83,2.4,-23.0,-2.19,-6.65,-3.0,-7.0,-1.0,0.0,2.0,-8.5,-29.0,-10.0,-7.0,-4.0,-2.0,0.008,-10.42,-4.2,-3.54,0.0,-3.0,-12.0,-12.3,0.001,0.008,0.003,0.0
KQ,0.0,2.5,2.2,1.7,2.2,0.52,1.0,4.0,1.0,6.0,1.5,53.0,1.0,2.0,2.0,1.1,2.0,6.0,9.0,0.0,5.0,10.0,-1.0,9.0,4.0,22.0,6.0,4.0,12.0,4.0,1.0,0.3,1.06,12.0,0.16,0.23,1.0,0.323,0.377,1.0,1.7,26.0,22.0,16.0,71.0,0.0,-1.0,1.21,0.75,1.02,22.0,6.7,4.0,0.92,3.24,2.2,7.0,3.0,4.0,4.0,-6.7,15.0,-1.0,-2.0,2.0,2.0,0.057,0.93,3.9,2.13,1.9,2.0,-2.0,-5.7,0.094,0.06,0.077,0.008
QK,0.0,2.5,2.2,1.7,2.2,0.52,1.0,4.0,1.0,6.0,1.5,53.0,1.0,2.0,2.0,1.1,2.0,6.0,9.0,0.0,5.0,10.0,-1.0,9.0,4.0,22.0,6.0,4.0,12.0,4.0,1.0,0.3,1.06,12.0,0.16,0.23,1.0,0.323,0.377,1.0,1.7,26.0,22.0,16.0,71.0,0.0,-1.0,1.21,0.75,1.02,22.0,6.7,4.0,0.92,3.24,2.2,7.0,3.0,4.0,4.0,-6.7,15.0,-1.0,-2.0,2.0,2.0,0.092,0.13,3.1,2.36,-1.9,2.0,-2.0,-8.9,0.045,0.071,0.046,0.088
KE,-1.0,0.9,1.0,1.2,2.0,0.54,0.0,4.0,1.0,9.0,1.2,56.0,1.0,1.0,1.0,1.1,1.0,1.0,9.0,0.0,3.0,13.0,-4.0,14.0,2.0,10.0,5.0,3.0,10.0,4.0,0.0,0.25,1.14,11.0,0.5,0.58,1.0,0.247,-0.051,1.0,1.4,24.0,17.0,13.0,96.0,-1.0,-2.0,1.22,0.78,0.93,19.2,6.4,6.0,1.11,3.08,1.2,9.0,2.0,4.0,3.0,-6.7,14.0,-4.0,-7.5,1.0,1.0,0.07,0.77,2.4,2.39,1.7,1.0,-4.0,-8.7,0.081,0.099,0.072,0.005
EK,-1.0,0.9,1.0,1.2,2.0,0.54,0.0,4.0,1.0,9.0,1.2,56.0,1.0,1.0,1.0,1.1,1.0,1.0,9.0,0.0,3.0,13.0,-4.0,14.0,2.0,10.0,5.0,3.0,10.0,4.0,0.0,0.25,1.14,11.0,0.5,0.58,1.0,0.247,-0.051,1.0,1.4,24.0,17.0,13.0,96.0,-1.0,-2.0,1.22,0.78,0.93,19.2,6.4,6.0,1.11,3.08,1.2,9.0,2.0,4.0,3.0,-6.7,14.0,-4.0,-7.5,1.0,1.0,0.065,0.49,2.3,2.26,-1.7,1.0,-4.0,-9.1,0.059,0.071,0.053,0.0
